title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories
Thin Pizza Crust,I'm a thin crust person and I found this on a web site (not sure which one). Very easy and bakes up crispy not soggy.,https://www.food.com/recipe/thin-pizza-crust-95048,20m,8m,28m,8 slices,"2 1/4  teaspoons    yeast | 1/4  teaspoon    sugar | 3/4  cup    hot water | 1 3/4  cups    flour | 1/2  teaspoon    salt | 1 (14   ounce) jar   pizza sauce | pepperoni | precooked bacon | tomatoes, sliced | green pepper | mozzarella cheese, shredded | chopped garlic","Dissolve yeast and sugar in hot water. | Let sit for 8 minutes. | Meanwhile mix flour and salt. | Pour yeast mixture over flour mixture and mix well with a heavy spoon. | Turn onto floured surface and knead for 2 minutes. | Spread into a 12-14"" circle. | (I do this directly onto a pizza stone with a marble rolling pin). | If you roll it out on a counter top, transfer to a greased pizza pan, stretching to edges. | Cover with sauce and desired topping. | Bake at 500 degrees for 8-12 minutes or until edges are golden.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/95/04/8/iO2aNFIgTIFwAUdaMTHk_0S9A5737.jpg",Breads,All,"Vegetable,Meat,Low Cholesterol,Healthy,< 30 Mins,Oven",130.5
Crock Pot - Style Loaded Baked Potato Soup,"If you like loading your baked potatoes will all those delish dairy ingredients, then you'll love this soup recipe, too! Original recipe calls for only four slices of bacon, but I -- being a little piggy -- love the bacon, so we always use more like 8 to 12 slices. You decide which you prefer.",https://www.food.com/recipe/crock-pot-style-loaded-baked-potato-soup-301754,15m,5h,5h 15m,"2 cup servings, 6-8 serving(s)","6   large    baking potatoes, peeled, cut in 1/2 -inch cubes | 1   large    onion, chopped | 1   quart    chicken broth | 3       garlic cloves, minced  (or pressed) | 1/4  cup    butter | 2 1/2  teaspoons    salt | 1   teaspoon    pepper | 1   cup    cream or 1   cup    half-and-half cream | 1   cup   shredded sharp cheddar cheese | 3   tablespoons   chopped fresh chives | 1   cup    sour cream (optional) | 8   slices    bacon, fried & crumbled | cheese, for sprinkling","Combine first seven ingredients in a large crock pot; cover and cook on HIGH for 4 hours or LOW for 8 hours (potato should be tender). | Mash mixture until potatoes are coarsely chopped and soup is slightly thickened. | Stir in cream, cheese and chives. | Top with sour cream (if used), sprinkle with bacon and more cheese.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/30/17/54/Sx7f7ZauSmqAhj7XakxM_0S9A3354.jpg",Chowders,All,"One Dish Meal,Pork,Potato,Cheese,Vegetable,Meat,Low Protein,Egg Free,Kid Friendly,Kosher,Free Of...,Potluck,Savory,Easy,Inexpensive",478.7
Tabbouli / Tabouli / Tabbouleh Salad (Parsley Salad),"A Lebanese friend showed me how to make this back in 1996. It's my mother-in-laws favourite salad and I normally make it on request specially for her.  I prefer flat leaf fresh parsley (also known as Italian Parsley) as it's better texture but curly leaf is alright. I normally buy the parsley and spring onions from the supper market prepacked bunches so if your measurements are slightly more or less it's alright, it doesn't have to be exact.  The bourghul also soaks a lot of the moisture and I like Tabbouli to be moist not dried that's why there is a lot of lemons and olive oil.  Like everything we cook it's all about the palate and who we are cooking for so if you choose to put less oil and lemons then it's ok.  Salt and black pepper to taste, so feel free to add less but not to much. The secret to good Tabbouli is that everything should be finely chopped.  Enjoy",https://www.food.com/recipe/tabbouli-tabouli-tabbouleh-salad-parsley-salad-197922,30m,,30m,8-10 serving(s),"150   g    flat leaf parsley (This is about 2 bunches) or 150   g    fresh parsley, finely chopped.  (This is about 2 bunches) | 6       spring onions (About 1 bunch) or 6       green onions, finely chopped  (About 1 bunch) | 4   large    tomatoes, finely chopped | 3       lemons, juice of (Freshly Squeeze) | 5   tablespoons    olive oil | 1   cup    bulgur (Also know as bourghul in Australia which is cracked wheat) or 1   cup    burghul (Also know as bourghul in Australia which is cracked wheat) | 1   cup    water, boiled | 1/8  teaspoon    ground black pepper | 1/8  teaspoon    salt","Add one cup of boiled water and one cup of bourghul (bulgur) in a small bowl and mix. Place a tea towel over the bowl so the steam is unable to escape.  Set aside until cool. | Finely chop the parsley, spring onions and tomatoes and place them into your separate large salad bowl. | Juice all the fresh lemons and pour it over the salad mixture. Add olive oil, black pepper and salt in the salad mixture.  Mix well. | Place over the cool bourghul and mix well. | Serve. | Refrigerate any left overs for about 2-3 days.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/19/79/22/2JAPN3nWTGylAkuSNqlh_tabouli-2.jpg",Grains,All,"Greens,Onions,Vegetable,Lebanese,Turkish,Southwest Asia (middle East),Asian,Low Protein,Vegan,Low Cholesterol,< 30 Mins,No Cook,Refrigerator",165.2
Broil a Perfect Steak,"I found this cooking guide on Lindauer Family Farms website when I ran out of gas for my grill. If you like how yor steak is prepared at Outback Steakhouse, then you will love this recipe.",https://www.food.com/recipe/broil-a-perfect-steak-165254,20m,10m,30m,"2 Steaks, 2 serving(s)",2       steaks | kosher salt | fresh coarse ground black pepper | olive oil,"ADDITIONAL ITEMS - Cast Iron Skillet, Spatula or Tongs. | Bring your 1 to 2 inch steaks to room temperature and use a clean cloth to remove excess moisture. | Move oven rack 6 inches from heating element. | Pre-heat oven and skillet by setting the oven to broiler for 15 to 20 minutes. | Rub steaks with olive oil, kosher salt and coarsely ground pepper. NOTE: Use any seasonings of your choice. | Once the skillet is pre-heated, pull out the oven rack and carefully lay steaks on the skillet. NOTE: Pan is Extermely Hot and will spit and splatter. | Close oven and sear the steaks for 3 minutes on one side, turn and sear the opposite side for 3 minutes. DO NOT USE A FORK TO TURN STEAKS! | Once seared, set the oven to 500F and cook using this Time Chart. Turn steaks half way through the remaining cooking time. | Rare (120-130F)1&quot; 0-1 minute,  1 1/4&quot; 2-3 minute,   1 3/4&quot; 4-5 minute | Medium (140-150F) 1&quot; 2-3 minute, 1 1/4&quot; 4-5 minute,  1 3/4&quot; 6-7 minute | Medium Well(150-160F)    1&quot; 4-5 minute,  1 1/4&quot; 6-7 minute,   1 3/4&quot; 8-9 minute | Remove steaks from the oven and let rest for 5 minutes. | Serving on warm plates is recommended to maintain meat temperature. | I can not stress this tip enough -- Keep the fork in the drawer until ready to eat. Never pierce the meat during cooking.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/16/52/54/XE7h7mpTK69lpb05OhGB_broil-perfect-steak_4984.jpg",Steak,All,"Meat,Very Low Carbs,High Protein,Healthy,High In...,Broil/Grill,< 30 Mins,Oven,Easy",178.0
Fantastic Taco Casserole,"I originally found this taco casserole recipe in a Taste of Home magazine.  Since then, I have made this recipe at least 50 times.  I love it because the ingredients list isn't complicated and, based on the layers, I can readily remember all ingredients when I am at the store without my recipe card.  I have served this for myself and had wonderful leftovers or many times I have made it for company with a nice green salad to accompany it.  I hope you enjoy it as much as I do.",https://www.food.com/recipe/fantastic-taco-casserole-155186,20m,10m,30m,7-9 serving(s),"1   lb    ground beef | 1 (1 1/4  ounce) package   taco seasoning | 1 (15   ounce) can   refried beans | 2   cups    monterey jack cheese, divided  (or mixed cheddar, jack etc.) | 1   cup    salsa (I prefer mild, but if you would like to kick it up a notch, go for it) | 2       green onions, chopped | 1 (2 1/3  ounce) can  sliced black olives | 1       tomatoes, chopped | 2   cups    corn chips (coarsely crushed or chopped)","Brown ground beef and drain. | Add taco seasoning and cook according to package directions, adding proper amount of water. | Put corn chips on bottom of 8x8&quot; dish. | Cook refried beans on stove until hot. | Add 1 cup cheese and 1 cup salsa. Stir until combined. | Pour beans over corn chips in dish. | Add beef to top of beans. | Sprinkle remaining cheese over top. | Sprinkle green onions and black olives over cheese. | Bake in a 375 degree oven until the cheese is sufficiently melted. | Take out of oven and sprinkle chopped tomatoes on top.  Wait 1-2 minutes and then serve.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/15/51/86/iYi3OirmTM2ZelGLCJPf_0S9A5670.jpg",Lunch/Snacks,All,"Beans,Meat,Mexican,Kid Friendly,< 30 Mins,Oven,Easy,Inexpensive",349.9
Baked Salmon,Make and share this Baked Salmon recipe from Food.com.,https://www.food.com/recipe/baked-salmon-28199,15m,45m,1h,2 serving(s),"2       garlic cloves, minced | 6   tablespoons    light olive oil | 1   teaspoon    dried basil | 1   teaspoon    salt | 1   teaspoon    ground black pepper | 1   tablespoon    lemon juice | 1   tablespoon    fresh parsley, chopped | 2 (6   ounce)    salmon fillets","In a medium glass bowl, prepare marinade by mixing garlic, light olive oil, basil, salt, pepper, lemon juice and parsley. | Place salmon fillets in a medium glass baking dish, and cover with the marinade. | Marinate in the refrigerator about 1 hour, turning occasionally. | Preheat oven to 375 degrees F (190 degrees C). | Place fillets in aluminum foil, cover with marinade, and seal. | Place sealed salmon in the glass dish, and bake 35 to 45 minutes, until easily flaked with a fork.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/28/19/9/GoX0mmhFTHeYfppn5QH7_herb-salmon-4749.jpg",Very Low Carbs,All,"High Protein,High In...,< 60 Mins,Oven",582.3
Perfect Rump Roast,"For as long as I can remember, my mother has been fixing the perfect rump roast. It is by far my favorite meal. Served with rice and gravy, I am one happy camper. I love mine rare. Lately I have been fixing one on Sunday, having my Sunday meal and then I have the rest to eat on all week long. Life doesn't get any better. One thing my mom used to always remind me was to take your meat out well before you are going to cook it so it gets to room temperature.",https://www.food.com/recipe/perfect-rump-roast-294196,5m,2h,2h 5m,4-6 serving(s),1 (4   lb)    rump roast (room temp.) | 3       garlic cloves | 1   tablespoon    salt | 1   tablespoon    pepper | 1       onion | 1   cup    water,"DO NOT USE A GLASS PAN FOR THIS RECIPE. | Pre-Heat the oven to 500 degrees. | Prep the roast by making 4-5 slits in the roast and filling the holes with salt, pepper and 1/2 of a clove of Garlic. | Now Salt and Pepper the rest of the roast. | Put the Roast in the oven and sear for 20 minutes. | Then add the water, the chopped onion and reduce the temperature to 275 degrees. | Cook for 20 minutes per lb. I like mine rare so that is what you will get if you cook for this period of time.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/29/41/96/AwMJ2h3lQp2SodD7s7UJ_0S9A5997.jpg",Roast Beef,All,"Meat,Very Low Carbs,High Protein,High In...,Beginner Cook,< 4 Hours,Easy",916.8
Amazing Chicken Tortilla Soup!,"This recipe has been a huge hit with everyone who has ever tried it. We make it almost weekly, and the leftovers are eaten immediately. It is also very healthy! It is a little spicy, so if you don't have too much of a tolerance for spicy foods, you may choose to leave out the seeds of the jalape&ntilde;o. If you love spicy, like we do, extra cayenne pepper adds even more zing. Enjoy!",https://www.food.com/recipe/amazing-chicken-tortilla-soup-108231,15m,1h,1h 15m,10 serving(s),"2   teaspoons    olive oil | 1   medium    onion, chopped | 4       garlic cloves, minced | 1   medium    jalapeno pepper, chopped | 1/2  medium    green pepper | 4   small    boneless skinless chicken breasts | 2   cups    frozen corn | 1/2  cup    dry white wine or 1/2  cup    water | 2   teaspoons    cumin | 1   teaspoon    chili powder | 1/4  teaspoon    cayenne pepper | 4 (14   ounce) cans   chicken broth | 2 (14   ounce) cans   diced tomatoes | 2 (8   ounce) cans   tomato sauce | 1   cup    non-fat tortilla chips (optional)","Saut&eacute; onion, garlic, jalape&ntilde;o and green pepper with olive oil in a large pot until soft. | Add all the rest of the ingredients to the large pot and bring to a boil. | After about 15 minutes, remove the chicken breasts and shred. | (Two forks work well to pull the chicken apart!). | Return shredded chicken to the pot and simmer an additional 45 minutes. | Serve, topped with crushed tortilla chips if desired.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/10/82/31/rpAxVfyiSNOekT4EPhaW_chicken-tortilla-soup-7654.jpg",Chicken Breast,All,"Chicken,Poultry,Meat,Mexican,Lactose Free,Low Cholesterol,Egg Free,Healthy,Kid Friendly,Free Of...,Spicy,Beginner Cook,< 4 Hours,Easy",163.3
Teriyaki Chicken Noodle Salad,Make and share this Teriyaki Chicken Noodle Salad recipe from Food.com.,https://www.food.com/recipe/teriyaki-chicken-noodle-salad-280012,10m,10m,20m,4-6 serving(s),"4       chicken fillets, cut into thin strips | 1/4  cup    teriyaki sauce | 1 (400   g) packet   hokkien noodles (use your favourite noodles) | 1   tablespoon    sesame oil | 1   tablespoon    sesame seeds, toated | 4       spring onions, finely sliced","Marinade chicken in teriyaki sauce for approx 10 minutes. | Prepare noodles according to packet directions. | Drain noodles.  Add oil, seeds and onions, toss to combine. | Cook chicken pieces in a hot pan for approx 3-4 minutes or until cooked through. | Add chicken to noodles and toss to combine.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/28/00/12/NCwp5EwOQZSpm2c2bhyF_teriyaki-chicken-noodle-salad_4503.jpg",One Dish Meal,All,"Chicken Breast,Chicken,Poultry,Meat,Asian,Australian,Kid Friendly,< 30 Mins,Easy",447.8
Ground Beef Gyros,This is a great summer meal and quick and easy to put together and tastes wonderful. Refreshing served with the cucumber sauce and is even low in fat. I think this came from Quick Cooking. It's a favorite in our house.,https://www.food.com/recipe/ground-beef-gyros-30081,10m,12m,22m,4 serving(s),"1 (8   ounce) container   plain yogurt | 1/3  cup   chopped seeded cucumber (thinly slice remainder of cucumber) | 2   tablespoons   finely chopped onions | 1       garlic clove, minced | 1   teaspoon    sugar | 1   lb    lean ground beef (I use ground turkey) | 1 1/2  teaspoons    dried oregano | 1   teaspoon    garlic powder | 1   teaspoon    onion powder | 1   teaspoon    salt (optional) | 3/4  teaspoon    pepper | 4       pita breads | 3   cups   shredded lettuce | 1   large    tomatoes, chopped | 1   small    onion, chopped","In a bowl, combine first 5 ingredients. | Cover and refrigerate. (If possible overnight). | In separate bowl, combine ground beef and seasonings. | Mix well. | Shape into 4 patties. | Grill, covered, (you can also use a toaster oven or broil these) over medium to high heat for 10 to 12 minutes or until meat is no longer pink, turning once. | Cut patties into thin slices. | Stuff into pitas. | Add lettuce,cucumber, tomato, and onion. | Serve with yogurt sauce.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/30/08/1/uaSpHBwtSIuQpcHZKQeu_0S9A0050.jpg",Lunch/Snacks,All,"Meat,Greek,European,Healthy,Spring,Summer,Broil/Grill,< 30 Mins,Oven,Easy",436.4
